date,group,sensor,frame,frame_index,group_frame_count,mean_exponent,group_median_mean_exponent,group_mad_mean_exponent,fraction_exp_ge4,fraction_exp_ge8,fraction_exp_eq15,max_exponent,index_path,pack_path,abs_mean,abs_p99,abs_max
20260615,group_029,dpct高位机,1781515495_145631832.bin,350,1118,2.8272171020507812,0.01825714111328125,5.340576171875e-05,0.2664756774902344,0.18774032592773438,0.038051605224609375,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1290.4576416015625,28900.763671875,46298.54296875
20260615,group_029,dpct高位机,1781515495_243022944.bin,351,1118,2.8343772888183594,0.01825714111328125,5.340576171875e-05,0.26798248291015625,0.1890411376953125,0.03957366943359375,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1225.0806884765625,27952.59765625,46332.46484375
20260615,group_029,dpct高位机,1781515495_347162542.bin,352,1118,2.9453048706054688,0.01825714111328125,5.340576171875e-05,0.2761497497558594,0.1963348388671875,0.0409393310546875,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1351.1453857421875,29295.8515625,45803.9296875
20260615,group_029,dpct高位机,1781515495_439820810.bin,353,1118,0.6043472290039062,0.01825714111328125,5.340576171875e-05,0.054897308349609375,0.0396270751953125,0.00873565673828125,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,264.6377258300781,9788.6904296875,46290.05078125
20260615,group_029,dpct高位机,1781515541_340218412.bin,801,1118,2.9417152404785156,0.01825714111328125,5.340576171875e-05,0.27730560302734375,0.19512939453125,0.0402984619140625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1324.216552734375,29001.494140625,46134.48046875
20260615,group_029,dpct高位机,1781515541_439170636.bin,802,1118,0.2496185302734375,0.01825714111328125,5.340576171875e-05,0.0232696533203125,0.01546478271484375,0.002674102783203125,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,70.73976135253906,494.07501220703125,44729.88671875
20260615,group_029,dpct高位机,1781515571_947598108.bin,1095,1118,2.948394775390625,0.01825714111328125,5.340576171875e-05,0.2785797119140625,0.196319580078125,0.03894805908203125,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1300.507568359375,28521.47265625,46329.63671875
20260615,group_029,dpct高位机,1781515572_147378698.bin,1096,1118,2.7112655639648438,0.01825714111328125,5.340576171875e-05,0.25643157958984375,0.1806488037109375,0.036510467529296875,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1181.8731689453125,27567.759765625,46338.12109375
20260615,group_029,dpct高位机,1781515572_347511767.bin,1097,1118,0.13432693481445312,0.01825714111328125,5.340576171875e-05,0.011646270751953125,0.00768280029296875,0.00104522705078125,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,51.32609558105469,24.50684356689453,42969.0546875
20260615,group_030,dpct高位机,1781515696_380967302.bin,798,1120,2.831989288330078,0.0182342529296875,5.340576171875e-05,0.26798248291015625,0.18875885009765625,0.0371246337890625,15,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames.binpack,1222.995361328125,27573.24609375,46340.94921875
20260615,group_030,dpct高位机,1781515696_585379019.bin,799,1120,2.7070960998535156,0.0182342529296875,5.340576171875e-05,0.25589752197265625,0.180206298828125,0.036785125732421875,15,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames.binpack,1169.5250244140625,27258.396484375,46338.12109375
20260615,group_030,dpct高位机,1781515696_685238192.bin,800,1120,2.826580047607422,0.0182342529296875,5.340576171875e-05,0.2682228088378906,0.187469482421875,0.036159515380859375,15,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames.binpack,1239.83935546875,28098.013671875,46335.29296875
20260615,group_030,dpct高位机,1781515696_885301594.bin,801,1120,2.82135009765625,0.0182342529296875,5.340576171875e-05,0.2688179016113281,0.1876678466796875,0.037715911865234375,15,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames.binpack,1181.1748046875,27210.84375,45984.5703125
20260615,group_030,dpct高位机,1781515696_985524674.bin,802,1120,2.9542236328125,0.0182342529296875,5.340576171875e-05,0.2782440185546875,0.19606399536132812,0.039813995361328125,15,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames.binpack,1316.6151123046875,28738.177734375,46332.46484375
20260615,group_030,dpct高位机,1781515697_085358234.bin,803,1120,2.7080612182617188,0.0182342529296875,5.340576171875e-05,0.2559471130371094,0.18029403686523438,0.03618621826171875,15,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_030/dpct高位机/Bin/frames.binpack,1183.81201171875,27658.814453125,46335.29296875
